"","user","user_id"
"1","759251","902725445334044677"
"2","759251","19087309"
"3","759251","27075032"
"4","759251","14085040"
"5","759251","58524428"
"6","759251","1630896181"
"7","759251","52920970"
"8","759251","43197255"
"9","759251","466788677"
"10","759251","3282859598"
"11","759251","247832362"
"12","759251","326255267"
"13","759251","274714964"
"14","759251","230787751"
"15","759251","9507342"
"16","759251","14304618"
"17","759251","118758998"
"18","759251","11680962"
"19","759251","19119809"
"20","759251","172482310"
"21","759251","17466186"
"22","759251","239616380"
"23","759251","159655293"
"24","759251","902886877"
"25","759251","226376452"
"26","759251","407396556"
"27","759251","1132012321"
"28","759251","16421475"
"29","759251","5402612"
"30","759251","383647766"
"31","759251","236026761"
"32","759251","286432534"
"33","759251","17243733"
"34","759251","39155029"
"35","759251","22760252"
"36","759251","3035213678"
"37","759251","24512235"
"38","759251","500704345"
"39","759251","139738464"
"40","759251","3128139910"
"41","759251","54322823"
"42","759251","58848536"
"43","759251","3030352151"
"44","759251","315331161"
"45","759251","1396572698"
"46","759251","120161777"
"47","759251","593869071"
"48","759251","3230001868"
"49","759251","2561384380"
"50","759251","244726809"
"51","759251","15041321"
"52","759251","40933129"
"53","759251","108740292"
"54","759251","41963837"
"55","759251","18637396"
"56","759251","154145174"
"57","759251","628277574"
"58","759251","88725512"
"59","759251","28049266"
"60","759251","266391425"
"61","759251","213662269"
"62","759251","2364627817"
"63","759251","66591836"
"64","759251","424719241"
"65","759251","19743955"
"66","759251","172207561"
"67","759251","19046425"
"68","759251","529733928"
"69","759251","474983217"
"70","759251","257354839"
"71","759251","1949432466"
"72","759251","190131875"
"73","759251","1562935142"
"74","759251","289298863"
"75","759251","19299751"
"76","759251","16570716"
"77","759251","3024153159"
"78","759251","119952385"
"79","759251","2496238094"
"80","759251","13298072"
"81","759251","8161232"
"82","759251","34743251"
"83","759251","44196397"
"84","759251","492221762"
"85","759251","1301118895"
"86","759251","35890043"
"87","759251","376502929"
"88","759251","260260437"
"89","759251","16625082"
"90","759251","17772349"
"91","759251","21880023"
"92","759251","23820135"
"93","759251","25779019"
"94","759251","30335810"
"95","759251","168565837"
"96","759251","197630957"
"97","759251","263671861"
"98","759251","343424999"
"99","759251","2823684484"
"100","759251","222418521"
"101","759251","138478972"
"102","759251","38855868"
"103","759251","108189101"
"104","759251","15320854"
"105","759251","164702019"
"106","759251","743964506"
"107","759251","19900674"
"108","759251","95181684"
"109","759251","106536489"
"110","759251","288302955"
"111","759251","164383046"
"112","759251","5906602"
"113","759251","224894035"
"114","759251","92162698"
"115","759251","23061674"
"116","759251","305130745"
"117","759251","32520240"
"118","759251","126086206"
"119","759251","101802390"
"120","759251","28910657"
"121","759251","16555985"
"122","759251","41704988"
"123","759251","172979014"
"124","759251","324304367"
"125","759251","29387336"
"126","759251","210930628"
"127","759251","132634672"
"128","759251","2670522330"
"129","759251","80989102"
"130","759251","312761413"
"131","759251","79611540"
"132","759251","370275682"
"133","759251","2816944780"
"134","759251","2815610751"
"135","759251","47798454"
"136","759251","27728562"
"137","759251","36047130"
"138","759251","193484225"
"139","759251","377555975"
"140","759251","257786838"
"141","759251","18402425"
"142","759251","18963809"
"143","759251","23112066"
"144","759251","16977384"
"145","759251","16869718"
"146","759251","261228758"
"147","759251","44102341"
"148","759251","117516616"
"149","759251","15816711"
"150","759251","21340188"
"151","759251","2614546850"
"152","759251","285159803"
"153","759251","2863002866"
"154","759251","16164856"
"155","759251","260347379"
"156","759251","151116120"
"157","759251","190127074"
"158","759251","2748680361"
"159","759251","16465385"
"160","759251","16460393"
"161","759251","52124116"
"162","759251","522863173"
"163","759251","2714672935"
"164","759251","303708410"
"165","759251","17938103"
"166","759251","632104194"
"167","759251","133640329"
"168","759251","2577476334"
"169","759251","2799837386"
"170","759251","18253799"
"171","759251","15730467"
"172","759251","15369566"
"173","759251","15803250"
"174","759251","31422711"
"175","759251","143190539"
"176","759251","41376279"
"177","759251","388388260"
"178","759251","22523741"
"179","759251","305835391"
"180","759251","22641165"
"181","759251","15848542"
"182","759251","197679007"
"183","759251","180594737"
"184","759251","1611780386"
"185","759251","53131125"
"186","759251","630828384"
"187","759251","423804754"
"188","759251","625732003"
"189","759251","91381345"
"190","759251","266165244"
"191","759251","823669734"
"192","759251","461374226"
"193","759251","40198892"
"194","759251","306455874"
"195","759251","303898942"
"196","759251","183597988"
"197","759251","14496918"
"198","759251","373049219"
"199","759251","631204936"
"200","759251","104272446"
"201","759251","126027601"
"202","759251","32675982"
"203","759251","19295232"
"204","759251","38895711"
"205","759251","50835878"
"206","759251","525447260"
"207","759251","20608870"
"208","759251","323468262"
"209","759251","770220331"
"210","759251","18171703"
"211","759251","23525151"
"212","759251","225231714"
"213","759251","22677427"
"214","759251","49775312"
"215","759251","384854859"
"216","759251","1033119372"
"217","759251","14849725"
"218","759251","24898150"
"219","759251","20166819"
"220","759251","15956067"
"221","759251","300893304"
"222","759251","367086404"
"223","759251","27095075"
"224","759251","1685363106"
"225","759251","17272735"
"226","759251","606626730"
"227","759251","104952689"
"228","759251","15635138"
"229","759251","20068679"
"230","759251","52484614"
"231","759251","123651671"
"232","759251","564749266"
"233","759251","25605494"
"234","759251","812332261"
"235","759251","16261513"
"236","759251","87471909"
"237","759251","310128043"
"238","759251","500924474"
"239","759251","22111447"
"240","759251","137382851"
"241","759251","138872288"
"242","759251","169698101"
"243","759251","171928719"
"244","759251","227707612"
"245","759251","385183010"
"246","759251","404296475"
"247","759251","463010567"
"248","759251","2294608897"
"249","759251","1054791528"
"250","759251","221712794"
"251","759251","281754653"
"252","759251","25071402"
"253","759251","33922163"
"254","759251","33927282"
"255","759251","33926395"
"256","759251","21884158"
"257","759251","21308602"
"258","759251","329773110"
"259","759251","18732790"
"260","759251","15981505"
"261","759251","525782328"
"262","759251","165511377"
"263","759251","15693493"
"264","759251","115485051"
"265","759251","113897988"
"266","759251","15981547"
"267","759251","270383088"
"268","759251","821691192"
"269","759251","14063612"
"270","759251","1373313666"
"271","759251","25319414"
"272","759251","18669178"
"273","759251","722139073"
"274","759251","386781145"
"275","759251","229114225"
"276","759251","16455202"
"277","759251","144432548"
"278","759251","41127954"
"279","759251","868399446"
"280","759251","65277959"
"281","759251","1676854974"
"282","759251","292892234"
"283","759251","2415053456"
"284","759251","260308303"
"285","759251","844364659"
"286","759251","75037058"
"287","759251","280183446"
"288","759251","33515703"
"289","759251","842115044"
"290","759251","39817941"
"291","759251","22884556"
"292","759251","1411171148"
"293","759251","22138134"
"294","759251","1119988141"
"295","759251","568311929"
"296","759251","128659076"
"297","759251","75093019"
"298","759251","2376389412"
"299","759251","418812167"
"300","759251","1658077962"
"301","759251","90558638"
"302","759251","119758810"
"303","759251","246920706"
"304","759251","2327617441"
"305","759251","281590597"
"306","759251","64815468"
"307","759251","30264927"
"308","759251","19519300"
"309","759251","16222202"
"310","759251","11180212"
"311","759251","2330415198"
"312","759251","16208070"
"313","759251","271175285"
"314","759251","17756937"
"315","759251","56863435"
"316","759251","2282469636"
"317","759251","27679551"
"318","759251","22129280"
"319","759251","16698389"
"320","759251","184537455"
"321","759251","15378625"
"322","759251","16006223"
"323","759251","12833212"
"324","759251","414894926"
"325","759251","61028922"
"326","759251","807594026"
"327","759251","397495529"
"328","759251","15163466"
"329","759251","586671909"
"330","759251","105163813"
"331","759251","77444951"
"332","759251","6509832"
"333","759251","12613262"
"334","759251","19428773"
"335","759251","1129416764"
"336","759251","475988505"
"337","759251","14515799"
"338","759251","28408606"
"339","759251","497938376"
"340","759251","50374439"
"341","759251","2176550448"
"342","759251","16226225"
"343","759251","488124460"
"344","759251","890891"
"345","759251","1007905507"
"346","759251","22076537"
"347","759251","19339460"
"348","759251","1270746139"
"349","759251","16850409"
"350","759251","39636465"
"351","759251","39268521"
"352","759251","22178780"
"353","759251","19195914"
"354","759251","5920532"
"355","759251","78084813"
"356","759251","8559342"
"357","759251","14662354"
"358","759251","151525446"
"359","759251","39977870"
"360","759251","36089053"
"361","759251","34998642"
"362","759251","39502576"
"363","759251","16320734"
"364","759251","19750789"
"365","759251","59673614"
"366","759251","62610707"
"367","759251","34701524"
"368","759251","130649891"
"369","759251","468628335"
"370","759251","781203703"
"371","759251","300392950"
"372","759251","166270127"
"373","759251","13035692"
"374","759251","544467090"
"375","759251","23976834"
"376","759251","249249080"
"377","759251","130997057"
"378","759251","168468687"
"379","759251","312314261"
"380","759251","21438322"
"381","759251","1526212926"
"382","759251","19448633"
"383","759251","92503159"
"384","759251","271077936"
"385","759251","21327697"
"386","759251","1548158070"
"387","759251","92544900"
"388","759251","14075981"
"389","759251","1633723646"
"390","759251","21251668"
"391","759251","6978152"
"392","759251","31565351"
"393","759251","319078419"
"394","759251","24937496"
"395","759251","59130623"
"396","759251","57768217"
"397","759251","23192835"
"398","759251","29613125"
"399","759251","30722743"
"400","759251","16435865"
"401","759251","114547989"
"402","759251","20713061"
"403","759251","131497030"
"404","759251","19268706"
"405","759251","111180800"
"406","759251","312593987"
"407","759251","18257408"
"408","759251","20009816"
"409","759251","21411381"
"410","759251","1452028705"
"411","759251","16085708"
"412","759251","1310599766"
"413","759251","154573594"
"414","759251","146573028"
"415","759251","28646919"
"416","759251","54222784"
"417","759251","23074513"
"418","759251","16262188"
"419","759251","1375289149"
"420","759251","24026862"
"421","759251","66447247"
"422","759251","28617385"
"423","759251","17843433"
"424","759251","577122602"
"425","759251","348503880"
"426","759251","222316793"
"427","759251","20196398"
"428","759251","18177126"
"429","759251","23767019"
"430","759251","534494917"
"431","759251","29337274"
"432","759251","1070101"
"433","759251","25150861"
"434","759251","25222394"
"435","759251","14327793"
"436","759251","904097503"
"437","759251","216799530"
"438","759251","481397503"
"439","759251","15682352"
"440","759251","58926235"
"441","759251","930223086"
"442","759251","63188873"
"443","759251","19947114"
"444","759251","481437974"
"445","759251","192635260"
"446","759251","278056519"
"447","759251","255620328"
"448","759251","14754055"
"449","759251","23462661"
"450","759251","386211657"
"451","759251","325057390"
"452","759251","87476737"
"453","759251","177321850"
"454","759251","14873782"
"455","759251","157060618"
"456","759251","22263217"
"457","759251","1176994477"
"458","759251","9479492"
"459","759251","392474524"
"460","759251","546128934"
"461","759251","22799750"
"462","759251","39289673"
"463","759251","415005373"
"464","759251","41509142"
"465","759251","35027698"
"466","759251","23892327"
"467","759251","14529929"
"468","759251","815450971"
"469","759251","17649378"
"470","759251","15613054"
"471","759251","372575989"
"472","759251","14862077"
"473","759251","486690871"
"474","759251","17546192"
"475","759251","18778634"
"476","759251","266025575"
"477","759251","249196579"
"478","759251","284830534"
"479","759251","58229315"
"480","759251","15864219"
"481","759251","487705112"
"482","759251","140947360"
"483","759251","106565465"
"484","759251","139847909"
"485","759251","26747248"
"486","759251","93769465"
"487","759251","168168256"
"488","759251","201990933"
"489","759251","461298769"
"490","759251","21899121"
"491","759251","260894276"
"492","759251","115198849"
"493","759251","31432492"
"494","759251","15214543"
"495","759251","16167236"
"496","759251","127569781"
"497","759251","3940101"
"498","759251","104601879"
"499","759251","887568026"
"500","759251","26513860"
"501","759251","276361387"
"502","759251","95256448"
"503","759251","25224729"
"504","759251","342491385"
"505","759251","19568591"
"506","759251","16115353"
"507","759251","21401086"
"508","759251","179971182"
"509","759251","51160105"
"510","759251","84164042"
"511","759251","16103326"
"512","759251","16103076"
"513","759251","46241448"
"514","759251","51071758"
"515","759251","127684464"
"516","759251","16246911"
"517","759251","705843488"
"518","759251","40054423"
"519","759251","620618811"
"520","759251","160808119"
"521","759251","150240350"
"522","759251","14828486"
"523","759251","28632316"
"524","759251","52460294"
"525","759251","268654556"
"526","759251","32513657"
"527","759251","36834135"
"528","759251","192560509"
"529","759251","27701108"
"530","759251","52270690"
"531","759251","15769919"
"532","759251","110479492"
"533","759251","14702234"
"534","759251","16936870"
"535","759251","23978337"
"536","759251","275102282"
"537","759251","102528940"
"538","759251","16088387"
"539","759251","14056655"
"540","759251","22181756"
